AreaID|ManagedAreaName|Year|ParameterName|RelativeDepth|ActivityType|N|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
5|Big Bend Seagrasses Aquatic Preserve|1982|Chlorophyll a uncorrected for pheophytin|Bottom|All|1|1.99|1.99|1.99|1.99||Southeast Area Monitoring and Assessment Program (SEAMAP) - Gulf of Mexico Fall & Summer Shrimp/Groundfish Survey|60
5|Big Bend Seagrasses Aquatic Preserve|1995|Chlorophyll a uncorrected for pheophytin|Bottom|All|1|3.88|3.88|3.88|3.88||Southeast Area Monitoring and Assessment Program (SEAMAP) - Gulf of Mexico Fall & Summer Shrimp/Groundfish Survey|60
5|Big Bend Seagrasses Aquatic Preserve|2008|Chlorophyll a uncorrected for pheophytin|Bottom|All|2|1.19|3.05|2.12|2.12|1.31521861300698|Southeast Area Monitoring and Assessment Program (SEAMAP) - Gulf of Mexico Fall & Summer Shrimp/Groundfish Survey|60
5|Big Bend Seagrasses Aquatic Preserve|2009|Chlorophyll a uncorrected for pheophytin|Bottom|All|3|2.59|3.911|2.87|3.12366666666667|0.696074948071925|Southeast Area Monitoring and Assessment Program (SEAMAP) - Gulf of Mexico Fall & Summer Shrimp/Groundfish Survey|60
5|Big Bend Seagrasses Aquatic Preserve|2010|Chlorophyll a uncorrected for pheophytin|Bottom|All|1|2.73|2.73|2.73|2.73||Southeast Area Monitoring and Assessment Program (SEAMAP) - Gulf of Mexico Fall & Summer Shrimp/Groundfish Survey|60
5|Big Bend Seagrasses Aquatic Preserve|2011|Chlorophyll a uncorrected for pheophytin|Bottom|All|1|3.317|3.317|3.317|3.317||Southeast Area Monitoring and Assessment Program (SEAMAP) - Gulf of Mexico Fall & Summer Shrimp/Groundfish Survey|60
5|Big Bend Seagrasses Aquatic Preserve|2012|Chlorophyll a uncorrected for pheophytin|Bottom|All|1|1.794|1.794|1.794|1.794||Southeast Area Monitoring and Assessment Program (SEAMAP) - Gulf of Mexico Fall & Summer Shrimp/Groundfish Survey|60
5|Big Bend Seagrasses Aquatic Preserve|2013|Chlorophyll a uncorrected for pheophytin|Bottom|All|1|2.822|2.822|2.822|2.822||Southeast Area Monitoring and Assessment Program (SEAMAP) - Gulf of Mexico Fall & Summer Shrimp/Groundfish Survey|60
5|Big Bend Seagrasses Aquatic Preserve|2014|Chlorophyll a uncorrected for pheophytin|Bottom|All|3|0.553|4.352|1.309|2.07133333333333|2.01096104719443|Southeast Area Monitoring and Assessment Program (SEAMAP) - Gulf of Mexico Fall & Summer Shrimp/Groundfish Survey|60
5|Big Bend Seagrasses Aquatic Preserve|2015|Chlorophyll a uncorrected for pheophytin|Bottom|All|1|0.61|0.61|0.61|0.61||Southeast Area Monitoring and Assessment Program (SEAMAP) - Gulf of Mexico Fall & Summer Shrimp/Groundfish Survey|60
