AreaID|ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Year|Month|ParameterName|RelativeDepth|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2012|10|Dissolved Oxygen Saturation|surface|2012-10-04T10:30:00Z|2012-10-04T10:31:00Z|2|86|86|86|86|0
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2012|11|Dissolved Oxygen Saturation|surface|2012-11-08T10:20:00Z|2012-11-08T10:20:00Z|1|89.2|89.2|89.2|89.2|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2012|12|Dissolved Oxygen Saturation|surface|2012-12-04T13:00:00Z|2012-12-04T13:00:00Z|1|93|93|93|93|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|1|Dissolved Oxygen Saturation|surface|2013-01-09T12:40:00Z|2013-01-09T12:40:00Z|1|111.1|111.1|111.1|111.1|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|2|Dissolved Oxygen Saturation|surface|2013-02-05T11:00:00Z|2013-02-05T11:00:00Z|1|111.3|111.3|111.3|111.3|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|3|Dissolved Oxygen Saturation|surface|2013-03-07T12:20:00Z|2013-03-07T12:20:00Z|1|100.3|100.3|100.3|100.3|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|4|Dissolved Oxygen Saturation|surface|2013-04-02T13:00:00Z|2013-04-02T13:00:00Z|1|102.6|102.6|102.6|102.6|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|5|Dissolved Oxygen Saturation|surface|2013-05-06T12:00:00Z|2013-05-06T12:00:00Z|1|104.7|104.7|104.7|104.7|
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|6|Dissolved Oxygen Saturation|surface|2013-06-11T10:30:00Z|2013-06-11T10:31:00Z|2|231.8|258.2|245|245|18.6676190233248
4|Banana River Aquatic Preserve|5061|St. Johns River Water Management District Continuous Water Quality Programs|IRLB04|2013|7|Dissolved Oxygen Saturation|surface|2013-07-08T13:00:00Z|2013-07-08T13:00:00Z|1|133.9|133.9|133.9|133.9|
